"","Br10_3_1","Br10_3_2","Br10_3_3","Br15_3_1","Br15_3_2","Br15_3_3","Br3_3_1","Br3_3_2","Br3_3_3","Br7_3_1","Br7_3_2","Br7_3_3","MG_3_1","MG_3_2","MG_3_3","QC1","QC2","QC3"
"Acetyldihydromicromelin A","N/F","N/F","N/F","N/F","N/F","N/F","149316","N/F","N/F","55969","N/F","N/F","546140","N/F","100767","546549","288649","732963"
"Angustin B","N/F","N/F","N/F","N/F","N/F","N/F","149316","N/F","N/F","55969","N/F","N/F","546140","N/F","100767","546549","288649","732963"
"Blumeatin B","N/F","N/F","N/F","N/F","N/F","N/F","149316","N/F","N/F","55969","N/F","N/F","546140","N/F","100767","546549","288649","732963"
"Sulochrin","N/F","N/F","N/F","N/F","N/F","N/F","149316","N/F","N/F","55969","N/F","N/F","546140","N/F","100767","546549","288649","732963"
"Rosiridin","345146","191816","362354","604317","424057","906043","223586","227110","400349"," 11742","636851","342847","231119","222375","268450","138322","137481","138680"
"Nicotinamide ribotide","N/F","512587","N/F","N/F","520189","N/F","N/F","667433","412665","N/F","N/F","46575","N/F","N/F","222321","2141759","929651","2805268"
"nicotinamide mononucleotide","N/F","512587","N/F","N/F","520189","N/F","N/F","667433","412665","N/F","N/F","46575","N/F","N/F","222321","2141759","929651","2805268"
"12(S)-HPETE","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","203459","274983","292712"
"ent-16?,17-Dihydroxykauran-19-oic acid","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","203459","274983","292712"
"5-aminoimidazole-4-carboxamide-1-beta-d-ribofuranosyl 5'-monophosphate","11072363"," 9939783"," 9935911"," 5221936"," 4437197"," 2077767"," 2724687"," 2247948"," 2192932"," 4643763"," 4968425"," 4249883"," 1697876"," 2712641"," 3065403"," 2257097"," 2361146"," 1955363"
"AICAR","11072363"," 9939783"," 9935911"," 5221936"," 4437197"," 2077767"," 2724687"," 2247948"," 2192932"," 4643763"," 4968425"," 4249883"," 1697876"," 2712641"," 3065403"," 2257097"," 2361146"," 1955363"
"Fructose 1,6-bisphosphate","21773224","23858163","17901432","19889411","20306866","19802843","18791986","18040539","22771227","18794353","18818560","19356305","18233366","17644594","19845497","17422747","18706221","21669415"
"Cassyfiline","28635421","17761360","48400301","2065979","10076874","2669434","1844055","3595344","632443","49061534","84830502","27193988","N/F","N/F","N/F","2013240","1751550","1791029"
"4-O-Demethylisokadsurenin D","27266","N/F","41826","N/F","N/F","N/F","N/F","N/F","N/F","N/F","24651","N/F","21252","N/F","N/F","93759","25216","181334"
"4-O-Demethylkadsurenin D","27266","N/F","41826","N/F","N/F","N/F","N/F","N/F","N/F","N/F","24651","N/F","21252","N/F","N/F","93759","25216","181334"
"?-Furoyleupatolide","27266","N/F","41826","N/F","N/F","N/F","N/F","N/F","N/F","N/F","24651","N/F","21252","N/F","N/F","93759","25216","181334"
"Chicanin","27266","N/F","41826","N/F","N/F","N/F","N/F","N/F","N/F","N/F","24651","N/F","21252","N/F","N/F","93759","25216","181334"
"Phaseollidin hydrate","27266","N/F","41826","N/F","N/F","N/F","N/F","N/F","N/F","N/F","24651","N/F","21252","N/F","N/F","93759","25216","181334"
"Wulignan A1","27266","N/F","41826","N/F","N/F","N/F","N/F","N/F","N/F","N/F","24651","N/F","21252","N/F","N/F","93759","25216","181334"
"Caulophylline B"," 667476"," 837056","2303063"," 692698"," 371297"," 381038","1053584","3263821"," 195955","1766416"," 686846"," 871587","  19142","  23416","  51387"," 788139"," 840419"," 785898"
"N-Feruloyl-3-methoxytyramine"," 667476"," 837056","2303063"," 692698"," 371297"," 381038","1053584","3263821"," 195955","1766416"," 686846"," 871587","  19142","  23416","  51387"," 788139"," 840419"," 785898"
"Prostephanaberrine"," 667476"," 837056","2303063"," 692698"," 371297"," 381038","1053584","3263821"," 195955","1766416"," 686846"," 871587","  19142","  23416","  51387"," 788139"," 840419"," 785898"
"3-Epiwilsonine","1311665","1982079","2348596","1362417"," 674748","2557172","2310815","2152264","2482338","1592811","1013760","2169963","2673242","3349858","3580769","3879999","3820504","3909400"
"Erythristemine","1311665","1982079","2348596","1362417"," 674748","2557172","2310815","2152264","2482338","1592811","1013760","2169963","2673242","3349858","3580769","3879999","3820504","3909400"
"Wilsonine","1311665","1982079","2348596","1362417"," 674748","2557172","2310815","2152264","2482338","1592811","1013760","2169963","2673242","3349858","3580769","3879999","3820504","3909400"
"Methyl vanillate glucoside","28205438","21700020","12146065","56581814","26240593","18415036","13598845"," 9138349"," 8566568","16380212","13316174","10838009"," 5709387"," 7169260"," 9163288","37322105","32896242","34836988"
"Guanosine 3',5'-cylic monophosphate(cGMP)","N/F","N/F","N/F","N/F","N/F","N/F","N/F","97761","100960","N/F","14972","15310","N/F","N/F","N/F","N/F","N/F","N/F"
"Methyl (2R,3S)-3-(benzoylamino)-2-hydroxy-3-phenylpropanoate_HCOO","53960","65791","78077","N/F","N/F","83342","150591","N/F","N/F","90096","59588","52008","N/F","N/F","N/F","N/F","N/F","59192"
"Monomethylsulochrin","N/F","17871","21236","N/F","74817","30215","N/F","16520","19729","32384","15650","N/F","28719","48067","14313","N/F","13792","24593"
"Aucubin","3867387","3944182","3780609","5704999","4904234","7101180"," 945874"," 604551"," 579649","2527602","1763445","1844842"," 292831"," 235945"," 286586","1816229","1706206","1653538"
"Di-O-methylcrenatin","3867387","3944182","3780609","5704999","4904234","7101180"," 945874"," 604551"," 579649","2527602","1763445","1844842"," 292831"," 235945"," 286586","1816229","1706206","1653538"
"Koaburaside monomethyl ether","3867387","3944182","3780609","5704999","4904234","7101180"," 945874"," 604551"," 579649","2527602","1763445","1844842"," 292831"," 235945"," 286586","1816229","1706206","1653538"
"Salidroside_HCOO","3867387","3944182","3780609","5704999","4904234","7101180"," 945874"," 604551"," 579649","2527602","1763445","1844842"," 292831"," 235945"," 286586","1816229","1706206","1653538"
"Oleuropeic acid 8-O-glucoside","17008266","12946855","12681817","22470361","16378566","16832741","11154532"," 7204869"," 6036743","12196176","10714577"," 9923311"," 6087834"," 4790834"," 4718805","12447711","11480183","11773286"
"Jasminoside B","17008266","12946855","12681817","22470361","16378566","16832741","11154532"," 7204869"," 6036743","12196176","10714577"," 9923311"," 6087834"," 4790834"," 4718805","12447711","11480183","11773286"
"Adenosine 5'-monophosphate","370874209","350937121","396118239","222597114","272620483","222067771","133461258","115332542"," 75218820","263269543","237615476","214092929"," 25052644"," 25615379"," 27348544","126339895","133260675","126517994"
"2'-Deoxyguanosine 5'-monophosphate","370874209","350937121","396118239","222597114","272620483","222067771","133461258","115332542"," 75218820","263269543","237615476","214092929"," 25052644"," 25615379"," 27348544","126339895","133260675","126517994"
"Inosine 5'-phosphate","543498","475738","N/F","N/F","N/F","N/F","541589","283527","313285","310614","4804582","570347","280091","409288","N/F","N/F","288365","278280"
"Hematoxylin_HCOO","2133814","1765977","1989118","2876539","1822014","1535632","2804683","1746105","2024263","2308652","2059004","2140491","2794532","2820484","2831241","2197710","2140143","2144187"
"Ajugol","825404","843038","714288","649177","737496","717898","774948","501467","434818","800573","886572","927379","305273","588299","312425","963036","880638","799708"
"Leonuride","825404","843038","714288","649177","737496","717898","774948","501467","434818","800573","886572","927379","305273","588299","312425","963036","880638","799708"
"Taxifolin_HCOO"," 4803620"," 6829439"," 3260708"," 8933261","10179865"," 8697822","  381681","  219613","  151558"," 2072083"," 2556099"," 1520078","   25417","   40848","   74559"," 1205076"," 1010172"," 1131759"
"Protosappanin B_HCOO","346857","413954","1107405","N/F","228683","N/F","423437","3243094","2116543","326068","1125248","744536","1865269","3628367","2560183","1015839","749308","342751"
"Oxypeucedan hydrate_HCOO","346857","413954","1107405","N/F","228683","N/F","423437","3243094","2116543","326068","1125248","744536","1865269","3628367","2560183","1015839","749308","342751"
"Usaramine","2937090"," 964791","1883363","2768369","1703429","1725138","3211243","1854642","2035018","2162177","1186346","1744698","2177255","1206271","1316682","1511609","1305020","1443067"
"Racanisodamine_HCOO","2937090"," 964791","1883363","2768369","1703429","1725138","3211243","1854642","2035018","2162177","1186346","1744698","2177255","1206271","1316682","1511609","1305020","1443067"
"Epigallocatechin_HCOO"," 9058969"," 5925066"," 8952783"," 5617435"," 6881645"," 6393300","23315177","29866842","28996186","13355779"," 9887255","15211414","51552262","64850778","49297474"," 7211025","32137756","25868201"
"1-methoxyphaseollin","772484","241785","1385999","N/F","81101","N/F","13622565","5194855","4080450","1980998","3364950","10965826","N/F","N/F","N/F","435659","245096","394014"
"7,8-dihydroxy-4'-methoxy-6-prenylisofiavanone","772484","241785","1385999","N/F","81101","N/F","13622565","5194855","4080450","1980998","3364950","10965826","N/F","N/F","N/F","435659","245096","394014"
"Gancaonin G","772484","241785","1385999","N/F","81101","N/F","13622565","5194855","4080450","1980998","3364950","10965826","N/F","N/F","N/F","435659","245096","394014"
"Gancaonin M","772484","241785","1385999","N/F","81101","N/F","13622565","5194855","4080450","1980998","3364950","10965826","N/F","N/F","N/F","435659","245096","394014"
"Neorauflavene","772484","241785","1385999","N/F","81101","N/F","13622565","5194855","4080450","1980998","3364950","10965826","N/F","N/F","N/F","435659","245096","394014"
"14-Deoxy-17-hydroxyandrographolide","N/F","N/F","22879","N/F","34283","N/F","83363","63310","N/F","N/F","N/F","18071","111167","74833","33875","198479","287835","247819"
"Lipoxin B4/Lipoxin A4/Prostaglandin I2/Thromboxane A2","266682.20","321597.13","386721.33","126240.55","104111.10",NA,"213682.20","115845.04",NA,"133620.84"," 83453.93"," 87834.85","188374.50","200784.21"," 57654.28","454869.36","290854.85","322075.45"
"Prostaglandin E2","266682.20","321597.13","386721.33","126240.55","104111.10",NA,"213682.20","115845.04",NA,"133620.84"," 83453.93"," 87834.85","188374.50","200784.21"," 57654.28","454869.36","290854.85","322075.45"
"Glaucine","N/F","N/F","N/F","N/F","N/F","N/F","62095","180821","163478","N/F","N/F","52438","120806","369605","488302","9927","68194","27341"
"L-Tetrahydropalmatine","N/F","N/F","N/F","N/F","N/F","N/F","62095","180821","163478","N/F","N/F","52438","120806","369605","488302","9927","68194","27341"
"Rotundine","N/F","N/F","N/F","N/F","N/F","N/F","62095","180821","163478","N/F","N/F","52438","120806","369605","488302","9927","68194","27341"
"Tetrahydropalmatine","N/F","N/F","N/F","N/F","N/F","N/F","62095","180821","163478","N/F","N/F","52438","120806","369605","488302","9927","68194","27341"
"D-Tetrahydropalmatine","N/F","N/F","N/F","N/F","N/F","N/F","62095","180821","163478","N/F","N/F","52438","120806","369605","488302","9927","68194","27341"
"Chebulic acid","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","58098","N/F","N/F","N/F"
"3,7-Di-O-acetylpinobanksin","51824","N/F","124656","N/F","N/F","N/F","68065","361434","N/F","104391","69741","198644","N/F","N/F","N/F","N/F","N/F","N/F"
"6-Demethoxycleomiscosin A","51824","N/F","124656","N/F","N/F","N/F","68065","361434","N/F","104391","69741","198644","N/F","N/F","N/F","N/F","N/F","N/F"
"Aldehydoisoophiopogonanone A, 6-","51824","N/F","124656","N/F","N/F","N/F","68065","361434","N/F","104391","69741","198644","N/F","N/F","N/F","N/F","N/F","N/F"
"Naringenin 7,4'-diacetate","51824","N/F","124656","N/F","N/F","N/F","68065","361434","N/F","104391","69741","198644","N/F","N/F","N/F","N/F","N/F","N/F"
"Ophiopogonanone C","51824","N/F","124656","N/F","N/F","N/F","68065","361434","N/F","104391","69741","198644","N/F","N/F","N/F","N/F","N/F","N/F"
"Corymbosin","1410933","2067712","1930754","2806836","3571359","3364216"," 733324"," 367172"," 393514","1266013","1162623","1107801","  44418","  15166","  30185","  75775"," 109865"," 123141"
"Gardenin B","1410933","2067712","1930754","2806836","3571359","3364216"," 733324"," 367172"," 393514","1266013","1162623","1107801","  44418","  15166","  30185","  75775"," 109865"," 123141"
"Sweroside"," 83813860"," 88467380"," 38846823","133550669","129829235"," 80603533"," 22741965"," 11333926"," 11263784"," 45890627"," 93055634"," 33759584","  3813827","  3502633","  5203790"," 18540545"," 16414217"," 17172105"
"Junipediol B 8-O-glucoside"," 83813860"," 88467380"," 38846823","133550669","129829235"," 80603533"," 22741965"," 11333926"," 11263784"," 45890627"," 93055634"," 33759584","  3813827","  3502633","  5203790"," 18540545"," 16414217"," 17172105"
"Prometaphanine","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F"
"Glucosyringic acid","5806787","8083779","7299857","8212647","5407482","8852109","5127339","5639349","6332248","5475785","4864440","6642383","5139227","6566479","8825320","5574065","4824961","5318223"
"Erigeside C","5806787","8083779","7299857","8212647","5407482","8852109","5127339","5639349","6332248","5475785","4864440","6642383","5139227","6566479","8825320","5574065","4824961","5318223"
"1-Hydroxymethyl-?-carboline glucoside","2419918","2477981","1102747","3894407","3890966","2271316"," 636450"," 285787"," 296595","1290023","2684449"," 924591"," 106263"," 105034"," 132575"," 531586"," 443035"," 421659"
"8-Epideoxyloganic acid","82429817","57664880","66985897","85723937","60714543","58869964","79563096","60093651","59693147","66620562","68471865","69982709","46664124","48096686","52998820","45574230","41050964","42945250"
"Yuheinoside","82429817","57664880","66985897","85723937","60714543","58869964","79563096","60093651","59693147","66620562","68471865","69982709","46664124","48096686","52998820","45574230","41050964","42945250"
"Catalpol","1381751","1400197","1339570","1863584","1375110","1471642","1471756","1112102","1098194","1328703","1404644","1327413","1078928","1242973","1143947","1106176"," 976717"," 982203"
"Procumbide","1381751","1400197","1339570","1863584","1375110","1471642","1471756","1112102","1098194","1328703","1404644","1327413","1078928","1242973","1143947","1106176"," 976717"," 982203"
"guanosine 5'-monophosphate","39871387","40361621","45936915","33433752","38741898","37106627","22607577","21970069","15015818","35650990","31854259","31634850"," 3810149"," 6063972"," 6463655","20024911","23425480","25484006"
"Xanthosine 5'-monophosphate","3016801","3175376","1747373","1184647","1518893","353767","2185299","743626","737905","3273253","3865398","1343650","2103203","570483","429234","274097","N/F","283042"
"Phosphoribosyl formamidocarboxamide","1656912","1616650","3012691","N/F","N/F","N/F","N/F","460944","699189","881421","1884513","1393963","441135","1654567","607719","N/F","N/F","N/F"
"Bicuculline","1065344","2346047","1514190","1365002","1102873","1680046","1231655","1834789","1252304","1042232","1455836","1187330"," 915166","1831999","1979650","1025054"," 885300","1029529"
"Decumbenine","1065344","2346047","1514190","1365002","1102873","1680046","1231655","1834789","1252304","1042232","1455836","1187330"," 915166","1831999","1979650","1025054"," 885300","1029529"
"3-O-Caffeoylquinic acid methyl ester"," 4146966"," 4029251"," 3978311"," 6254732"," 4265922"," 6967841"," 8622971"," 7038632"," 8368061"," 4244976"," 5119214"," 4559281","19722499","19495548","39669398","14643151","13933727","14826286"
"Methyl chlorogenate"," 4146966"," 4029251"," 3978311"," 6254732"," 4265922"," 6967841"," 8622971"," 7038632"," 8368061"," 4244976"," 5119214"," 4559281","19722499","19495548","39669398","14643151","13933727","14826286"
"Sedoheptulose 1,7-bisphosphate","3228364","15907491","11701345","12640970","5608080","9328100","6758717","4950757","4616086","4210741","4569779","6732012","12601584","6242709","10039539","10190382","N/F","17596478"
"Skimmin_HCOO","1157803"," 668959","1132265"," 736870"," 954693"," 901498","3217869","3683833","3538830","1956895","1514770","2386026","5415937","6511593","5223536","1208378","3956868","3069908"
"Fraxin","1157803"," 668959","1132265"," 736870"," 954693"," 901498","3217869","3683833","3538830","1956895","1514770","2386026","5415937","6511593","5223536","1208378","3956868","3069908"
