,MG_1_1,MG_1_2,MG_1_3,Br3_1_1,Br3_1_2,Br3_1_3,Br7_1_1,Br7_1_2,Br7_1_3,Br10_1_1,Br10_1_2,Br10_1_3,Br15_1_1,Br15_1_2,Br15_1_3,QC1,QC2,QC3
"PG(18:2(9Z,12Z)/16:1(9Z)).4",156508,351190,594260,194611,303478,376496,196611,120500,123876,311711,98143,88875,123640,206401,179783,166902,344274,141383
Dihydro-2(3H)-thiophenone.1,4520,10317,7897,36387,39357,15959,2585,85208,2331,79370,102785,103259,18384,41070,22771,38288,39654,26675
alpha-L-Rhamnopyranosyl-(1->3)-alpha-D-galactopyranosyl-(1->3)-L-fucose,0,0,0,0,0,0,2936,2164,0,5142,0,5246,107931,83524,12015,6254,2218,4802
6-amino-2-[2-(2-amino-3-phenylpropanamido)-3-carboxypropanamido]hexanoic acid,0,0,0,0,0,0,5070,10795,4682,18623,17872,8281,125963,107595,61363,6056,4323,9272
PubChem_6330567.3,280957,434630,443212,203803,189534,182672,176592,172371,193023,176122,177103,188209,179294,164079,153313,507348,377341,270301
PubChem_13609174,59034,427420,419371,115130,46440,88033,89416,68976,60134,85049,105509,73767,105764,74379,101826,4118,140922,74844
"2-ethoxyethyl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoate",161300,97837,98974,183275,249746,222340,398313,400564,361181,420557,417140,417915,457281,449190,305745,65373,122507,135979
"5-oxopent-3-ene-1,2,5-tricarboxylic acid",90565,90404,144699,106227,146351,207822,25956,61592,153052,53033,57470,34342,35734,63348,12459,45658,79171,81411
"PA(18:0/18:2(9Z,12Z)).8",406541,420302,503318,415228,198218,224812,554644,560504,719747,808389,619186,672667,501852,603547,503199,166764,361261,262457
LQA00328 PI(16:1/13-HODE).3,76971,104535,52331,103881,85552,266338,120807,100681,139644,120065,300221,201613,244920,132932,123889,77205,181905,191929
PubChem_20467693.2,676629,662518,717391,577897,316761,253739,232611,253253,136096,272574,292029,225331,252169,208902,122934,722004,678724,518983
UNPD61524,0,53011,88189,0,50283,85374,0,10250,0,47044,0,6241,16193,13010,5105,85500,77051,56354
PubChem_154476520,328948,665720,666753,331462,322481,388723,205716,191746,272883,229405,278798,256611,186765,173758,187698,677934,409063,356908
UNPD227626.1,209091,71554,106137,119154,86433,116643,450152,683861,340018,1056124,1182704,1368187,562271,428286,272806,31268,142897,181390
"PE(18:2(9Z,12Z)/18:1(11Z))",160712,266200,244770,350998,176214,199927,147552,307496,173556,227436,282858,172247,211617,321144,215529,114864,243418,249924
PubChem_4949265,134094,15860,26677,57985,121755,52997,146605,214912,97840,158269,153043,142573,150751,245616,156965,16117,66579,91391
N'-Formylkynurenine,68133,77561,127045,167475,155461,162895,72414,91620,76423,73931,82363,71282,95865,103761,90127,100042,94921,118766
diiodohydroxypropane,161647,291909,263031,147418,196584,216994,191868,221665,192288,198236,192586,198765,128352,106395,163126,425689,202850,144600
PyroGlu-Gln-Arg,0,4017,0,35306,19764,9119,206374,167425,13069,262015,151930,165033,262830,184630,263840,8119,5596,13219
CNP0436884,16044,422938,763286,91947,261905,216939,42862,64690,40796,118026,106631,139536,36430,0,0,508412,319719,302715
PubChem_78069402,345102,325738,224873,869428,715258,814007,1112104,1722383,1461613,1709862,1287696,1312833,1621226,1695525,1617940,435773,419820,504338
"2-ethoxyethyl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoate.1",130697,102352,97922,171709,226867,190619,336757,376498,263840,406203,378003,348028,379752,365593,323046,75305,113267,139977
PubChem_141756190,375171,355659,386705,342628,241112,235638,119047,124958,146760,128023,132524,97606,124744,100309,108325,396518,370460,277946
PubChem_142196571,540345,533763,553404,488120,353876,346614,213506,191151,245326,197178,213968,207427,175259,149554,152143,614489,571779,459278
PubChem_22997268,374788,204804,211169,662867,548483,610324,844116,931136,797173,836994,861122,936107,814739,970862,979770,255373,191702,237815
"Urea, 1-(o-bromophenyl)-3-methyl-2-thio-.1",171674,226646,313318,251120,262303,171695,299687,372685,503033,224490,213891,227532,92680,153659,174090,238189,187889,139734
"PE(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)).1",366506,554268,572300,626107,139595,448403,73486,218864,228625,228382,92230,160008,313887,400610,234004,368087,398066,474566
UNPD81067,96736,82293,134321,56328,113294,44978,49890,125808,142450,94664,75140,80052,52400,14514,32812,25024,66477,10150
Tridecylbenzenesulfonic acid.3,933501,107795,100785,538140,395424,405679,381274,463660,392351,428542,316337,245641,635411,626102,395072,73107,350174,406235
"[[(3R,4S,5R)-3-(4-amino-2-oxopyrimidin-1-yl)-4,5-dihydroxycyclopenten-1-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",621454,95337,48181,304312,614985,237483,699524,1056914,478666,788980,344345,674659,741338,1251658,735049,36819,338846,470050
D-Arabino-hexos-2-ulose.1,1681936,1015395,1191311,2106968,3126230,3154063,1304824,1236391,1380760,1357716,1226569,1224218,944268,952062,884508,1043279,1333833,1626080
N6-(4-Methoxybenzoyl)adenosine,9560,2147,11779,6559,12096,10176,9557,11521,6523,14765,8606,12368,15644,18279,14240,7170,3346,8127
PubChem_154458578,698409,375483,852642,814980,177673,849973,451684,603106,314253,954239,261731,671756,600906,480424,577333,545666,642768,366797
PubChem_137057707,179841,726822,579165,253523,167234,338791,325637,268851,271362,278858,411486,370399,230852,217587,229221,9569,446519,164014
PubChem_17094609,101678,27046,17185,19610,31666,24369,91815,141984,31360,46243,84589,79851,49041,162492,87742,6393,26899,56904
"7-hydroxy-1,2,3,6,8-pentachlorodibenzofuran",3798530,4495047,4116713,4461975,3511473,3486326,1444384,1392668,1724328,1009299,1025339,1027533,1090678,1154899,1565256,4728262,4200684,3949198
2-amino-5-bromo-4-(2-chlorophenyl)-1H-pyrimidin-6-one,189110,239947,396102,134107,147910,222206,97420,113140,140673,80861,121030,111409,88116,101314,80121,329687,194140,182093
PubChem_88799061.1,251344,134398,119082,354380,450363,445014,669488,730956,653422,730236,728116,686889,652262,670533,543593,97117,156337,294473
Secologanin,512833,1964922,422859,2629992,2703654,3488804,5985987,2880322,4950605,6685060,2029775,5163548,7880130,8720608,3363546,689353,1518241,905712
4-[4-(3-bromophenyl)sulfonyl-1-piperazinyl]-7-chloroquinoline,2963952,496179,282291,420829,789297,189814,168348,339260,308652,558022,262193,253802,1266986,2799067,549646,67327,782168,946384
PubChem_20467693.3,712562,713619,768805,596858,442981,340319,213666,278970,189033,291844,314612,206219,252190,202242,142611,736401,755430,574862
"5-({4-[4-(2-aminoethoxy)-3-hydroxyphenyl]-2-oxobut-3-en-1-yl}oxy)-2-{3-[4,5-dihydroxy-2-(hydroxymethyl)phenyl]prop-2-enoyl}-7,8-dihydroxy-8a-[(methylamino)methyl]-octahydro-2H-1-benzopyran-5-carboxylic acid",0,0,0,0,0,0,0,2821,0,5550,2921,0,50442,43702,18834,9747,7757,10808
PubChem_129963728.6,143548,254323,232826,127716,94364,160255,89856,88567,108342,81626,95529,95095,64721,68813,74079,287931,177352,156701
N-Undecylbenzenesulfonic acid.2,5412498,7214066,6880032,4641369,2962366,6122108,4568411,3939676,4189320,4997422,5904000,5173834,5269328,4951070,3824894,631768,3479766,2447430
PubChem_23237557,198512,258640,232678,189313,146163,162226,90225,89265,107949,84484,76157,90295,56766,41996,61901,228970,218317,201838
Umbelliferyl arachidonate.1,148177,100364,82797,77610,152045,124094,1186445,153618,79503,402345,85469,86217,338048,231567,285509,15553,108825,121360
N-Benzoylaspartic acid.14,58129,59985,119710,329227,387212,367327,226196,296875,232730,256968,355358,360360,462719,447724,403275,79654,116793,152949
"1,2-Di-O-palmitoyl-3-O-(6-sulfoquinovopyranosyl)glycerol.3",83382,159122,455593,150924,242987,211764,451295,340366,196033,381395,640132,368560,361453,147082,222919,69201,298931,229664
PubChem_85609099,158223,77331,153256,536091,706200,706058,500446,578278,740331,520063,437549,477542,521795,647761,577808,166662,143363,176944
PubChem_54380567,296233,507515,472516,192825,214552,363778,190059,230772,268832,181004,250638,263774,214389,203582,216924,736758,314426,254610
5-bromo-N-[3-[methyl(phenyl)sulfamoyl]phenyl]-3-pyridinecarboxamide.2,184873,37194,30700,81399,133649,57663,165997,252345,95370,196403,92217,139552,142736,266665,182149,6491,83850,112967
PubChem_55184362,974842,1455474,1215534,586133,444115,706446,441970,644317,799079,580181,555072,660310,344217,328799,370150,1624005,936740,946267
Cytidine monophosphate,2182021,872717,576439,873522,608828,1288468,1233772,2561766,1030108,1811168,1850892,1804529,1037152,1661369,1477515,300201,1627170,986320
UNPD122851,157942,250226,250910,156447,141026,141640,96509,108506,133153,103844,104432,112761,82710,96179,82651,331208,180519,132244
"N-[1-(carbamoylmethyl)piperidin-4-yl]-2-[7-chloro-4,6-dimethoxy-2'-(4-methoxyphenyl)-6'-methyl-3,4'-dioxo-6',7'-dihydro-3H,4'H-2,5'-spirobi[[1]benzofuran]-3'-yl]acetamide",0,0,0,8868,0,22640,99255,68377,20507,140588,57883,56493,182469,155549,138267,5060,12171,10452
PubChem_134916930,208176,157016,196636,587233,732213,768297,521546,664347,779505,593488,444284,529840,600329,730113,627944,184332,167168,220877
3-(2-bromophenoxy)-4-oxo-4H-chromen-7-yl 3-phenylprop-2-enoate,806925,843791,819081,712918,594535,639033,475672,280499,515460,556767,176359,537472,248499,155956,88397,466450,935864,655986
UNPD168694,188511,83148,259597,104536,282038,364506,200565,806576,354944,201979,646300,893606,1754407,2936064,976702,125764,207374,166786
PubChem_156579581,283420,66737,31093,108685,218249,81287,288111,385874,180699,305133,97834,217119,256322,575540,234235,24985,143286,194446
D-Arabino-hexos-2-ulose.2,711087,419744,806694,787018,1065881,1093912,512244,468997,522829,507128,517904,486873,427829,404432,400288,318618,574409,698040
CNP0435597,0,0,0,211022,415140,431411,213300,681314,1147848,77899,233530,290712,0,0,61781,30851,9012,33534
UNPD87809,0,0,0,0,0,0,23981,21843,4753,16609,13007,4353,51130,74568,25165,7394,5602,4127
methyl 2-{[1-acetyl-4-(phenylcarbamoyl)piperazin-2-yl]formamido}-3-(4-methoxyphenyl)propanoate,0,0,0,0,2900,0,0,28645,0,0,6390,0,0,0,0,3904,5287,8714
PubChem_67078032,366601,75642,31568,129521,249754,93255,369534,463555,203999,379516,118995,272310,343757,634447,239235,29579,173433,228240
Fumaric acid,237868,265188,363270,356369,393762,330319,137715,166572,168825,146504,137594,131385,105220,107822,84648,163405,243890,270388
"Benzothiazole, 6-bromo-2-methyl-",12106,2192,0,10115,6852,20322,27598,15272,36289,22935,10248,24384,13886,15048,14471,7723,13883,12158
Linoleic acid,170300,95944,110057,108262,76304,75212,92898,65702,61694,79672,66042,49692,164166,268002,125950,114677,198457,169956
"2-[1-[(5-bromo-2-fluorophenyl)methyl]indol-3-yl]sulfonyl-N-(5-methyl-1,2-oxazol-3-yl)acetamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5942,4974
"2-{3-hydroxy-4-[3-(1-hydroxy-2-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}ethyl)oxiran-2-yl]butyl}heptacos-2-enoic acid",18931,42276,7800,4497,45995,44334,122090,68370,58799,195199,114669,116392,338269,270814,143044,42916,22076,18198
Fumaric acid.1,237868,258053,346469,337889,399111,339274,136620,152289,170529,121729,127695,139591,105144,91906,85094,143419,226527,274088
Guanosine,140361,190548,327510,535089,497404,509192,401627,1855628,694318,2125152,2074445,555735,1675472,3934938,1637573,557354,539374,313855
Hydroxymycotrienin A,0,29585,57129,20726,60204,73295,0,45985,29574,110516,88057,94514,8212,33443,10439,40188,49356,43978
2-methylsulfinyl-1-pyridin-2-ylethanone,0,0,0,0,0,2890,7683,18969,0,13955,12343,7090,87619,159782,41581,0,8656,9160
PubChem_19077744,450862,594376,580346,381349,319463,341629,224954,220276,232623,221789,205000,202281,204943,223005,186542,585396,553356,441162
snatzkein B,66574,28385,45535,28853,10511,11753,56012,47707,24250,34991,23394,38860,17384,158632,84761,62789,65095,77368
N-Acryloylglycine.2,232943,174578,194763,653002,721154,592694,463678,554400,421697,453676,638116,589479,1222555,1286976,953862,184614,327336,402255
"2-(3-{1,3-dioxo-1H,2H,3H,5H,10H,10aH-imidazo[1,5-b]isoquinolin-2-yl}propanamido)-3-(methylsulfanyl)propanoic acid",35127,22209,17700,8130,16147,23604,50173,95919,13741,31121,55866,51168,35380,115401,59283,10953,7749,20023
Imidazoleacetic acid ribotide,3208,0,7456,15790,18673,18898,21698,21231,22861,17224,25573,14525,60961,50687,19841,4304,6690,4728
3-(5-hydroxy-1H-indol-3-yl)-2-[2-({8-methoxy-4-methyl-6-oxo-6H-benzo[c]chromen-3-yl}oxy)propanamido]propanoic acid,15983,3690,1605,90520,61073,58716,403631,510988,292443,1296594,1264159,1274500,71726,51572,116654,7328,19690,11354
Cyananin,28753,35994,122030,1019085,1320766,1560095,1727489,1678534,1796726,1450392,1526274,1833934,474269,555599,1308179,174917,418483,505305
UNPD42325,0,0,0,0,19745,28580,6493,13071,890,10493,13617,8047,22034,25487,2894,6170,12076,8577
"2-{[4-(3,5-dichlorophenyl)pyrimidin-2-yl]sulfanyl}-N-(4-methyl-2-oxo-2H-chromen-7-yl)acetamide",72761,561698,434181,489743,428541,307067,297665,280102,249577,330681,337453,218818,284497,368201,257022,1376706,694686,555206
"2-{[4-(3,5-dichlorophenyl)pyrimidin-2-yl]sulfanyl}-N-(4-methyl-2-oxo-2H-chromen-7-yl)acetamide.1",72761,561698,434181,489743,428541,307067,297665,280102,249577,330681,337453,218818,284497,368201,257022,1376706,694686,555206
"3-(benzylsulfanyl)-2-{2-[5-methyl-3-(4-methylphenyl)-7-oxo-7H-furo[3,2-g]chromen-6-yl]acetamido}propanoic acid",41491,19023,20600,10023,14418,9942,4527,11697,2034,3502,4586,0,4005,4323,0,13476,18568,17198
"6,8-dibromo-4-oxo-4H-chromene-3-carbaldehyde.2",434110,465094,432722,384059,309304,292340,166511,162702,198128,180979,187775,164588,131027,132198,107427,505242,465254,419503
PubChem_605286,68714,45902,34557,108538,122131,116876,141565,152904,175877,174846,174000,146966,201716,187407,191594,41158,46845,53476
"2-benzyl-3,4-bis({[3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxy-4-[hydroxy(methylamino)methyl]cyclohexane-1-carboxylic acid",0,0,0,16730,0,22640,99255,68377,21074,146891,50883,65311,182469,155549,138267,6336,11198,12226
PubChem_20467693.4,642106,818246,795683,567384,432261,386447,276257,316366,338774,291976,276916,288857,260771,259083,241738,710390,849353,622090
Aspergivone A,27243,20731,30749,0,43910,17633,0,0,15236,2333,11029,0,0,0,0,51586,42466,39319
"PG(22:2(13Z,16Z)/0:0).6",305929,107009,110860,227424,185256,177256,335680,295187,259024,298847,424273,456759,237062,213606,217900,47486,181013,309424
UNPD154182,152191,1532132,1544072,271043,148487,355198,353699,297083,204955,315182,524059,414340,265299,252592,288800,8034,413654,170068
UNPD139539,18875,51460,47018,59957,105256,47463,43583,43253,69681,147319,77771,36962,87924,178620,38087,68275,64637,65901
PubChem_57154239.1,371387,823012,809428,347478,317078,434948,268570,278125,339665,295668,331601,300942,240373,239158,269283,939694,477751,385040
Alliosterol 1-rhamnoside 16-galactoside,227755,172819,150074,56263,59244,68431,99039,79835,99917,87787,102210,125276,69962,38925,42876,27995,109757,99394
S-(N-Hydroxy-N-Iodophenylcarbamoyl)Glutathione,238807,116524,136590,313242,402445,422500,640154,554069,595204,629916,595506,602628,605794,589270,504539,105097,161946,209661
PG(18:1(11Z)/16:0),980862,470696,442840,599580,605827,496839,404778,882029,2090458,768553,868053,931371,2043561,1082738,3028019,121832,1149425,655019
PubChem_162774252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,6094
3-bromofluoranthene.1,769264,969930,1249861,1006483,1167030,689161,1451252,1905116,2664932,1103965,1179520,1186356,514112,746596,754777,960123,730710,648784
2-cyano-2-hydroxypentanedioic acid,0,0,0,0,0,612,0,35670,19231,14544,8275,8403,26532,36960,10460,2109,3743,6004
1-{[4-hydroxy-5-(hydroxymethyl)-3-{4-[3-(trifluoromethyl)phenyl]piperazin-1-yl}oxolan-2-yl]methyl}-3-(propan-2-yl)urea,57894,60533,56896,7234,4566,11224,4958,3346,4732,59282,5482,6559,101541,89920,13794,17255,17426,16843
Androsterone sulfate,97142,393389,445070,98106,136509,239699,122653,120067,259637,172485,88738,153005,71756,102723,71951,223607,222947,224936
PG(18:1(11Z)/16:1(9Z)),2787380,2482775,1766080,1599673,1110942,1498748,504022,746668,848232,873822,642090,805713,793436,904772,976809,1002003,2578529,1925599
PubChem_154476520.1,353547,675210,680096,320649,332356,404071,210932,203438,294048,221623,291666,232640,186765,169182,186396,677272,411576,346428
CNP0432311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422,7376
a-L-Arabinofuranosyl-(1->2)-[a-D-mannopyranosyl-(1->6)]-D-mannose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27036,11867,18870
"N,N-diethyl-2-(5-hydroxy-4,8a-dimethyl-2-{[2-(pyridin-2-yl)ethyl]amino}-4H,4aH,5H,6H,7H,8H,8aH,9H-naphtho[2,3-d][1,3]thiazol-6-yl)propanamide",112901,83780,103924,24934,127554,122390,357645,182989,225402,226593,183013,67359,148978,135313,47733,10309,122028,206515
3-Oxooctanoic acid,17995,15723,17001,17534,13530,10500,58848,69622,43450,118766,112313,151392,141542,154136,78437,24483,21337,17475
UNPD9414,3211,0,0,0,0,0,2628,2996,1879,8611,7219,3060,35214,29932,15989,5907,8231,9652
"Phenol, 2-bromo-4-chloro-6-nitro-.1",104053,54809,44968,119568,155654,144376,193019,197234,210262,196638,248514,223184,317184,332962,263325,34573,83332,111273
"2-ethoxyethyl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propanoate.2",128277,102352,113020,171709,206009,190619,321810,376498,263840,368116,378003,310704,368611,352081,306812,85546,106566,139977
L-Malic acid,1635955,2135461,3363376,2144513,2534862,2015975,673515,710170,1018614,592656,624914,548230,520918,444872,310658,1370372,1731158,1994089
PubChem_4373252,45373,9604,20020,87215,115713,109563,85809,199799,140089,158899,203308,223449,276508,342195,301666,63805,78818,105993
PubChem_88493205,328560,684793,687216,323886,331793,398577,199343,194893,282984,216817,228173,222203,164461,185538,180446,665796,404095,335069
"N-[8-hydroxy-7-(1-{[(2-methoxyphenyl)methyl]carbamoyl}ethyl)-1,4a-dimethyl-decahydronaphthalen-2-yl]cyclohexanecarboxamide",0,120953,165238,17350,59581,88406,0,12293,0,53820,48614,89102,6437,13918,6736,217282,120168,108168
UNPD216630,104350,52451,51689,46975,58919,63268,99380,202715,152100,172043,236461,229584,49340,72137,43463,19610,9071,11595
Tridecylbenzenesulfonic acid.4,957888,157749,134829,545385,382779,476365,372421,436678,415735,474677,396375,281652,671932,702966,389729,62022,349113,415239
PubChem_89149035,206069,127165,129152,227732,334166,320316,535168,549256,494289,543351,620444,611318,510157,505010,383707,102299,144574,185096
PubChem_102166182.2,378236,406959,406874,367976,284866,286614,178435,173363,207588,162965,152031,157312,112706,105251,103558,353183,411690,381105
PubChem_20467693.5,559281,456618,467118,461173,369550,222706,130633,161294,192276,192682,185431,134295,195588,146863,158127,549258,488656,318329
PubChem_70944127,47294,82243,53969,70477,44685,85165,204745,125664,94934,247872,207562,243138,108504,108480,108642,169336,58321,59886
"2-[4-[2-(3,5-dichloroanilino)-2-oxoethyl]phenoxy]-2-methylpropanoic acid.1",1825589,4759664,4658797,2078044,2151985,2665044,1267874,1211833,1912865,932658,594609,1158719,375731,107391,468154,2365352,1394472,1029133
UNPD220871,433523,222970,191712,82380,235684,133548,246240,332965,595846,276318,439686,510190,139658,82537,128851,61999,41862,39283
CNP0444877.1,518177,709133,374034,291510,211359,383123,128659,204010,194085,164076,214599,65806,41766,234502,119926,552068,575620,497958
"[[(3R,4S,5R)-3-(4-amino-2-oxopyrimidin-1-yl)-4,5-dihydroxycyclopenten-1-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate.1",222063,32150,22349,54713,133288,39319,152865,310359,78412,156182,125083,121497,183803,639098,154014,33610,126011,208742
