File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_23.msp	challenge_23	challenge23	0	29	181.014247292	[M-H]-	C8H6O5	182.021523292	-5E-07	3.949	HMDB,KNApSAcK,ChEBI,STOFF,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C5H8F2O3Si	182.021077086	-0.0004467	3.126		C6H8F2O2S	182.021306936	-0.0002168	3.107		C7H10O2Si2	182.02193262	0.0004089	2.907		C3H7ClN4O3	182.020667764	-0.000856	2.823		C3H9F3O3S	182.022449808	0.0009261	2.729		C8H10OSSi	182.02216247	0.0006387	2.568		C4H2F4N4	182.021558944	3.52E-05	2.142		C3H10F4SSi	182.02086073	-0.000663	2.037		C9H10S2	182.02239232	0.0008686	1.92		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_230.msp	challenge_230	challenge230	0	24	551.282667608	[M+Na]+	C27H44O10	528.293447608	7E-07	3.611	UNPD,COCONUT,MINE	C19H52N2O8S2Si	528.293435154	-1.18E-05	2.904		C18H54F2N2O4S4	528.293448648	1.7E-06	2.899		C23H49ClN4O3S2	528.293461108	1.42E-05	2.899		C13H49N10O4PSSi2	528.293510738	6.38E-05	2.893		C20H53N4O2PSSi3	528.293464156	1.72E-05	2.891		C20H53ClN4O2Si4	528.293410736	-3.62E-05	2.89		C22H49N4O4PS2	528.293284678	-0.0001622	2.886		C20H52N2O7S3	528.293665004	0.0002181	2.88		C19H53N4O3PSi4	528.293234306	-0.0002126	2.877		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_231.msp	challenge_231	challenge231	0	48	329.103062296	[M-H]-	C18H18O6	330.110338296	-5E-07	4.165	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,BMDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C13H19ClN4O4	330.109482768	-0.000856	3.428	COCONUT	C10H26N2O4S2Si	330.110325842	-1.29E-05	3.2		C9H20FN4O6P	330.11044921	0.0001105	3.183		C9H26N2O5SSi2	330.110095992	-0.0002428	3.16		C10H20ClFN4O5	330.11062564	0.0002869	3.16		C11H26N2O3S3	330.110555692	0.0002169	3.156		C10H28ClFO4S2	330.110157276	-0.0001815	3.152		C7H20F2N6O3Si2	330.110348	9.3E-06	3.147		C7H22F3N4O3PS	330.110232854	-0.0001059	3.141		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_232.msp	challenge_232	challenge232	0	35	265.144533184	[M-H]-	C15H22O4	266.151809184	-5E-07	3.891	HMDB,KNApSAcK,ChEBI,T3DB,FooDB,NANPDB,LipidMAPS,Urine,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C7H22N6O3Si	266.152265094	0.0004555	2.879		C12H24F2O2Si	266.151362978	-0.0004467	2.816		C8H22N6O2S	266.152494944	0.0006853	2.736		C10H23ClN4O2	266.150953656	-0.000856	2.638		C8H30N2OS3	266.15202658	0.0002169	2.633		C13H24F2OS	266.151592828	-0.0002168	2.6		C14H26OSi2	266.152218512	0.0004089	2.431		C6H16F2N10	266.152746952	0.0009373	2.234		C15H26SSi	266.152448362	0.0006387	1.959		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_233.msp	challenge_233	challenge233	0	38	371.11362698	[M-H]-	C20H20O7	372.12090298	-5E-07	4.014	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C13H20N6O5S	372.12158874	0.0006853	3.449	UNPD,COCONUT	C12H28N2O5S2Si	372.120890526	-1.29E-05	3.1		C11H22FN4O7P	372.121013894	0.0001105	3.075		C9H22F2N6O4Si2	372.120912684	9.3E-06	3.071		C9H28F2N2O5P2Si	372.121078226	0.0001748	3.066		C9H24F3N4O4PS	372.120797538	-0.0001059	3.065		C11H28N2O6SSi2	372.120660676	-0.0002428	3.062		C13H28N2O4S3	372.121120376	0.0002169	3.058		C12H22ClFN4O6	372.121190324	0.0002869	3.051		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_234.msp	challenge_234	challenge234	0	48	495.114414828	[M-H]-	C22H24O13	496.121690828	-5E-07	4.049	HMDB,KNApSAcK,FooDB,Urine,Serum,UNPD,COCONUT,MINE	C24H18F6N2O3	496.122161756	0.0004705	3.541	ChEBI	C14H32N2O11S2Si	496.121678374	-1.29E-05	3.159		C15H32N2O10S3	496.121908224	0.0002169	3.148		C20H26F2O10S	496.121474472	-0.0002168	3.148		C9H25FN12O5S3	496.12170312	1.18E-05	3.134		C10H28F4N6O6S2Si	496.121714026	2.27E-05	3.134		C10H37ClN6O4S4Si	496.121691874	6E-07	3.134		C13H34F2N2O7S4	496.121691868	6E-07	3.134		C15H33N4O5PSSi3	496.121707376	1.61E-05	3.134		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_236.msp	challenge_236	challenge236	0	30	278.11755472	[M+H]+	C18H15NO2	277.11027872	5E-07	3.95	HMDB,KNApSAcK,ChEBI,FooDB,STOFF,UNPD,BLEXP,COCONUT,MINE	C10H19N3O4S	277.109627088	-0.0006512	3.818	HMDB,ChEBI,COCONUT,MINE	C9H17FN5O2P	277.110389634	0.0001114	3.114		C10H16F5NO2	277.110119852	-0.0001584	3.108		C7H20FN3O5S	277.11076996	0.0004917	3.084		C9H23N3OSSi2	277.110036416	-0.0002419	3.044		C8H13F2N7O2	277.109879096	-0.0003992	3.028		C10H17ClFN5O	277.110566064	0.0002878	3.017		C13H16ClN5	277.109423192	-0.0008551	3.015	COCONUT	C8H23N3O2Si3	277.109806566	-0.0004717	3		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_237.msp	challenge_237	challenge237	0	13	531.440786336	[M+H]+	C34H58O4	530.433510336	5E-07	3.224	KNApSAcK,T3DB,FooDB,STOFF,UNPD,BLEXP,COCONUT	C26H66N2O2S2Si	530.433497882	-1.2E-05	2.64		C27H66N2OS3	530.433727732	0.0002178	2.603		C22H59ClN10S	530.433340568	-0.0001693	2.515		C24H60F2N6SSi	530.43374989	0.00024	2.501		C31H60F2O2Si	530.43306413	-0.0004458	2.462		C26H58N6O3Si	530.433966246	0.0004564	2.458		C32H60F2OS	530.43329398	-0.0002159	2.437		C13H47FN22	530.433807724	0.0002978	2.403		C33H62OSi2	530.433919664	0.0004098	2.379		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_238.msp	challenge_238	challenge238	0	22	500.9258822	[M-H]-	C5H19Cl4FN4O9S2	501.933159128	5E-07	2.908		C5H13F2IN8O4SSi2	501.933179396	2.07E-05	2.908		C6H7ClF8N2O11S	501.933133484	-2.52E-05	2.908		C6H5ClF5N10O4PSSi	501.93315158	-7.1E-06	2.908		C6H20Cl4FN6O3PSSi2	501.93318813	2.95E-05	2.908		C6H20Cl5FN6O3Si3	501.93313471	-2.39E-05	2.908		C6H16F5IN2O5Si3	501.933190302	3.16E-05	2.908		C7H8ClF8N4O5PSi2	501.933162486	3.8E-06	2.908		C7H14ClF2N2O13PS2	501.933151258	-7.4E-06	2.908		C7H17Cl2F4N4O3PS2Si2	501.933140334	-1.83E-05	2.908		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_239.msp	challenge_239	challenge239	0	20	374.13758952	[M+Cl]-	C17H25NO6	339.16818752	-7E-07	3.226	KNApSAcK,UNPD,BLEXP,NPA,COCONUT,MINE	C9H33N3O4S2Si	339.168175066	-1.32E-05	2.429		C10H33N3O3S3	339.168404916	0.0002167	2.4		C18H29NOS2	339.169056548	0.0008683	2.398	COCONUT	C12H30ClN5SSi	339.16797117	-0.0002171	2.357		C15H27F2NO3S	339.167971164	-0.0002171	2.348		C13H21F4N5O	339.168223172	3.49E-05	2.345		C13H31F2NOSi3	339.168150642	-3.76E-05	2.345		C11H18FN11O	339.167982416	-0.0002058	2.325		C7H27F2N7O2SSi	339.168427074	0.0002388	2.324		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_240.msp	challenge_240	challenge240	0	32	457.090698904	[M+Cl]-	C20H22O10	422.121296904	-7E-07	4.019	HMDB,KNApSAcK,ChEBI,FooDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C22H19FN4O2S	422.121275068	-2.26E-05	3.572	COCONUT	C24H23ClN2OS	422.121962036	0.0006644	3.174	COCONUT	C8H26F4N6O3S2Si	422.121320102	2.25E-05	3.081		C11H32F2N2O4S4	422.121297944	3E-07	3.081		C12H30N2O8S2Si	422.12128445	-1.32E-05	3.081		C16H27ClN4O3S2	422.121310404	1.28E-05	3.081		C10H36FO6PS2Si2	422.121348782	5.11E-05	3.08		C15H33ClO5P2S	422.121246096	-5.15E-05	3.08		C10H26ClF3N4O6S	422.121367892	7.02E-05	3.079		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_241.msp	challenge_241	challenge241	0	10	671.065665928	[M+Cl]-	C27H24O18	636.096263928	-7E-07	3.519	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C12H47ClN2O9P2S2Si4	636.096380144	0.0001155	2.787		C14H49N2O5PS7Si2	636.096259358	-5.3E-06	2.775		C14H49ClN2O5S6Si3	636.096205938	-5.87E-05	2.773		C17H47Br2N4O3PS2Si	636.096320724	5.61E-05	2.773		C18H47BrClFN2O2S3Si3	636.096339334	7.47E-05	2.772		C12H47Cl2F4N2O3PS6	636.096174234	-9.04E-05	2.771		C13H47Cl3F4N2O2S6	636.096350664	8.6E-05	2.771		C17H47BrFN2O3PS3Si3	636.096162904	-0.0001018	2.77		C13H49N2O6PS6Si3	636.096029508	-0.0002352	2.767		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_242.msp	challenge_242	challenge242	0	211	589.300723608	[M+H]+	C32H44O10	588.293447608	5E-07	3.926	KNApSAcK,ChEBI,NANPDB,UNPD,COCONUT,MINE	C17H48N8O10S2	588.293481736	3.46E-05	3.181		C24H52N2O8S2Si	588.293435154	-1.2E-05	3.18		C21H48F3N4O7PS	588.293342166	-0.000105	3.177		C22H48ClF3N4O6S	588.293518596	7.14E-05	3.177		C18H49N10O4PSSi2	588.293510738	6.36E-05	3.175		C23H54F2N2O4S4	588.293448648	1.5E-06	3.175		C13H44F4N12O5S2	588.293517388	7.02E-05	3.173		C20H48F4N6O3S2Si	588.293470806	2.37E-05	3.173		C21H46F2N6O7Si2	588.293457312	1.02E-05	3.173		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_243.msp	challenge_243	challenge243	0	50	421.258464872	[M+H]+	C24H36O6	420.251188872	5E-07	3.833	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,PubChem,UNPD,NPA,COCONUT,MINE	C16H44N2O4S2Si	420.251176418	-1.2E-05	2.96		C15H38FN4O6P	420.251299786	0.0001114	2.95		C17H44N2O3S3	420.251406268	0.0002178	2.937		C20H32F4N4O	420.251224524	3.61E-05	2.937		C12H37ClN10O2S	420.251019104	-0.0001693	2.936		C14H38F2N6O2SSi	420.251428426	0.00024	2.924		C18H29FN10O	420.250983768	-0.0002047	2.896		C10H31ClF2N14	420.251271112	8.27E-05	2.894		C11H37N10O3PS	420.250842674	-0.0003457	2.894		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_244.msp	challenge_244	challenge244	0	17	553.261932164	[M+Na]+	C26H42O11	530.272712164	7E-07	3.269	HMDB,KNApSAcK,FooDB,UNPD,COCONUT,MINE	C18H50N2O9S2Si	530.27269971	-1.18E-05	2.544		C21H53ClO6P2S	530.272661356	-5.01E-05	2.534		C22H48F2O6Si3	530.272675286	-3.62E-05	2.534		C17H52F2N2O5S4	530.272713204	1.7E-06	2.526		C27H45FO5P2	530.27262602	-8.54E-05	2.522		C14H43ClN10O7S	530.272542396	-0.0001691	2.521		C24H44F2O8S	530.272495808	-0.0002157	2.521		C19H50N2O8S3	530.27292956	0.0002181	2.52		C20H53O7P3S	530.272484926	-0.0002265	2.519		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_245.msp	challenge_245	challenge245	0	10	424.160212284	[M+NH4]+	C20H22O9	406.126382284	-4.4E-06	3.533	HMDB,KNApSAcK,ChEBI,YMDB,FooDB,NANPDB,LipidMAPS,Urine,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C20H27BrN2O2	406.125590204	-0.0007965	2.776	ChEBI,COCONUT	C7H23FN12OS3	406.126394576	7.8E-06	2.5		C8H26F4N6O2S2Si	406.126405482	1.87E-05	2.5		C9H24F2N6O6Si2	406.126391988	5.3E-06	2.5		C11H32F2N2O3S4	406.126383324	-3.4E-06	2.5		C12H30N2O7S2Si	406.12636983	-1.69E-05	2.5		C13H21ClF2N8OSi	406.126417942	3.12E-05	2.5		C14H33Cl2FN2SSi2	406.126406696	2E-05	2.5		C16H18F4N4O4	406.126417936	3.12E-05	2.5		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_246.msp	challenge_246	challenge246	0	55	375.072156092	[M-H]-	C18H16O9	376.079432092	-5E-07	4.136	HMDB,KNApSAcK,FooDB,NANPDB,LipidMAPS,UNPD,NPA,COCONUT,MINE	C18H21BrN2O2	376.078640012	-0.0007925	3.421	COCONUT	C19H20O4S2	376.08030112	0.0008686	3.389	KNApSAcK,COCONUT	C10H24N2O7S2Si	376.079419638	-1.29E-05	3.246		C11H16N6O7S	376.080117852	0.0006853	3.237	MINE	C9H18FN4O9P	376.079543006	0.0001105	3.232		C14H12F4N4O4	376.079467744	3.52E-05	3.229		C11H24N2O6S3	376.079649488	0.0002169	3.223		C9H26F2N2O3S4	376.079433132	6E-07	3.222		C8H20ClF3N4O5S	376.07950308	7.05E-05	3.22		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_247.msp	challenge_247	challenge247	0	8	453.239735516	[M+H]+	C27H28N6O	452.232459516	5E-07	3.204	ChEBI,BLEXP,COCONUT	C25H37ClO5	452.232951964	0.0004929	2.724	UNPD,NPA,COCONUT	C9H36N14Si4	452.232443272	-1.58E-05	2.633		C16H41FN4O3S3	452.232482392	2.33E-05	2.633		C20H39F3N2SSi2	452.232457968	-1.1E-06	2.633		C12H32N14OS2	452.232493644	3.46E-05	2.632		C13H35F3N8O2SSi	452.23250455	4.55E-05	2.632		C19H42Cl2N4Si2	452.232505764	4.67E-05	2.632		C9H26F2N18Si	452.232515802	5.67E-05	2.631		C11H38ClN10O3PSi	452.232375916	-8.31E-05	2.63		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_248.msp	challenge_248	challenge248	0	18	625.827820572	[M+H]+	C19H11Cl2I2NO3	624.820544572	5E-07	3.096	BLEXP	C10H20BrCl3FN3O4S2Si4	624.8205276	-1.65E-05	2.712		C10H22Br2Cl3FN3O4PS2	624.820570274	2.62E-05	2.712		C10H22Br2Cl4FN3O4SSi	624.820516854	-2.73E-05	2.712		C9H20BrCl2FIN3O4S3	624.8205128	-3.13E-05	2.712		C10H20BrCl2FN3O4PS3Si3	624.82058102	3.69E-05	2.711		C11H23Br3FN3O3S3Si	624.820495646	-4.85E-05	2.711		C8H18BrIN5O5PS3Si	624.820504936	-3.92E-05	2.711		C9H20Br2Cl2N5O5PSSi2	624.82050899	-3.51E-05	2.711		C8H19Br2Cl2N3O11S2	624.820479988	-6.41E-05	2.71		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_249.msp	challenge_249	challenge249	0	30	175.040068116	[M-H]-	C10H8O3	176.047344116	-5E-07	3.938	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,FooDB,NANPDB,STOFF,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C7H10F2OSi	176.04689791	-0.0004467	2.619		C3H8N6OS	176.048029876	0.0006853	2.505		C8H10F2S	176.04712776	-0.0002168	2.406		C5H11F3OS	176.048270632	0.0009261	2.365		C9H12Si2	176.047753444	0.0004089	2.349		C5H9ClN4O	176.046488588	-0.000856	2.265																	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_25.msp	challenge_25	challenge25	0	33	192.138290164	[M+H]+	C12H17NO	191.131014164	5E-07	4.572	HMDB,ChEBI,DrugBank,T3DB,FooDB,STOFF,Urine,Serum,UNPD,BLEXP,NPA,COCONUT,MINE																																														
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_250.msp	challenge_250	challenge250	0	5	222.023038148	[M-H]-	C10H9NO3S	223.030314148	-5E-07	4.962	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,STOFF,UNPD,BLEXP,NPA,COCONUT,MINE	C4H12F3NO2SSi	223.031010814	0.0006962	3.785		C4H15Cl2N3OS	223.03128846	0.0009739	2.622		C4H8F3NO6	223.030371636	5.7E-05	2.498		C8H13NOSi3	223.030493626	0.000179	2.484		C8H11F2NS2	223.030097792	-0.0002168	2.477		C9H9NO4Si	223.030084298	-0.0002303	2.474		C8H3F2N5O	223.030566156	0.0002516	2.469		C9H13NSSi2	223.030723476	0.0004089	2.42		C7H11F2NOSSi	223.029867942	-0.0004467	2.405		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_251.msp	challenge_251	challenge251	0	6	286.968953976	[M-H]-	C10H8O6S2	287.976229976	-5E-07	4.334	ChEBI,DrugBank,STOFF,PubChem,UNPD,BLEXP,COCONUT	C8H12O4SSi3	287.976409454	0.000179	3.651		C8H10F2O3S3	287.97601362	-0.0002168	3.644		C9H12O3S2Si2	287.976639304	0.0004089	3.587		C7H10F2O4S2Si	287.97578377	-0.0004467	3.572		C6H10F2O5SSi2	287.97555392	-0.0006765	3.462		C4H11F3O5S2Si	287.976926642	0.0006962	3.452		C5H15Cl2O5PS	287.97548657	-0.0007439	3.425		C5H9ClN4O4S2	287.975374448	-0.000856	3.36		C4H7F3O9S	287.976287464	5.7E-05	3.332		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_252.msp	challenge_252	challenge252	0	5	223.007053736	[M-H]-	C10H8O4S	224.014329736	-5E-07	4.771	STOFF,BLEXP,MINE	C4H11F3O3SSi	224.015026402	0.0006962	3.785		C7H10F2O2SSi	224.01388353	-0.0004467	3.572		C5H9ClN4O2S	224.013474208	-0.000856	3.36		C4H14Cl2N2O2S	224.015304048	0.0009739	3.289		C3H8N6O2S2	224.015015496	0.0006853	3.125		C4H15ClO4P2	224.0134099	-0.0009203	2.989		C5H11F3O2S2	224.015256252	0.0009261	2.985		C8H12O2Si3	224.014509214	0.000179	2.984		C9H12OSSi2	224.014739064	0.0004089	2.92		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_253.msp	challenge_253	challenge253	0	2	189.946807696	[M-H]-	C6H3Cl2NO2	190.954083696	-5E-07	4.619	ChEBI,T3DB,STOFF,BLEXP,COCONUT	C5H3ClNO3P	190.953907266	-0.0001769	3.984		C4H3NO4P2	190.953730836	-0.0003533	3.939		C2H4ClFNO4P	190.955050138	0.000966	3.627		C4H5NO2S2Si	190.95309693	-0.0009872	3.614		C3H5Cl2F2NSi	190.95363749	-0.0004467	2.405		C5H5NOS3	190.95332678	-0.0007574	2.251		C2HClF3N3S	190.953180372	-0.0009038	2.165												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_254.msp	challenge_254	challenge254	0	7	276.030917464	[M-H]-	C9H7N7O2S	277.038193464	-5E-07	3.762	HMDB,ChEBI,DrugBank,SMPDB,T3DB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT	C13H8FNO5	277.038650576	0.0004567	3.592	BLEXP	C8H13N3O4P2	277.038129156	-6.48E-05	3.165		C5H16NO8PSi	277.038279632	8.57E-05	3.163		C5H12FN3O7S	277.037998944	-0.000195	3.148		C4H16FN3O4SSi2	277.038408272	0.0002144	3.144		C6H16ClNO7Si	277.038456062	0.0002621	3.133		C6H16NO7PS	277.038509482	0.0003156	3.118		C4H12FN3O8Si	277.037769094	-0.0004248	3.081		C7H16ClNO6S	277.038685912	0.000492	3.053		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_255.msp	challenge_255	challenge255	0	5	194.045881768	[M-H]-	C9H9NO4	195.053157768	-5E-07	5.2	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,Urine,Feces,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C6H11F2NO2Si	195.052711562	-0.0004467	3.905		C4H10ClN5O2	195.05230224	-0.000856	3.693		C4H12F3NO2S	195.054084284	0.0009261	3.651		C7H11F2NOS	195.052941412	-0.0002168	2.477		C8H13NOSi2	195.053567096	0.0004089	2.42		C9H13NSSi	195.053796946	0.0006387	2.315																	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_256.msp	challenge_256	challenge256	0	6	216.06998834	[M-H]-	C9H15NO3S	217.07726434	-5E-07	4.507	HMDB,ChEBI,DrugBank,SMPDB,STOFF,Urine,Serum,PubChem,BLEXP,COCONUT,MINE	C8H15NO4Si	217.07703449	-0.0002303	3.262		C6H17F2NOSSi	217.076818134	-0.0004467	3.178		C7H17F2NS2	217.077047984	-0.0002168	2.75		C8H19NSSi2	217.077673668	0.0004089	2.693		C7H19NOSi3	217.077443818	0.000179	2.575		C4H16ClN5OS	217.076408812	-0.000856	2.466		C7H9F2N5O	217.077516348	0.0002516	2.393		C10H8FN5	217.076373476	-0.0008913	2.096		C9H13ClFN3	217.078203316	0.0009385	2.068		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_257.msp	challenge_257	challenge257	0	10	351.072156092	[M-H]-	C16H16O9	352.079432092	-5E-07	4.35	HMDB,ChEBI,FooDB,NANPDB,STOFF,UNPD,BLEXP,NPA,COCONUT,MINE	C9H16N6O7S	352.080117852	0.0006853	3.763	HMDB,FooDB,STOFF,UNPD,COCONUT	C18H13FN4OS	352.079410256	-2.23E-05	3.7	ChEBI	C17H20O4S2	352.08030112	0.0008686	3.504	STOFF	C8H24N2O7S2Si	352.079419638	-1.29E-05	3.353		C14H18F2O6S	352.079215736	-0.0002168	3.33		C13H18F2O7Si	352.078985886	-0.0004467	3.317		C8H18ClFN4O8	352.079719436	0.0002869	3.313		C11H27ClO4P2S	352.079381284	-5.13E-05	3.293		C12H12F4N4O4	352.079467744	3.52E-05	3.293		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_258.msp	challenge_258	challenge258	0	13	248.001447176	[M-H]-	C6H8ClN5O2S	249.008723176	-5E-07	3.604	ChEBI,T3DB,STOFF,BLEXP,COCONUT	C7H14Cl3NO2	249.009011728	0.0002881	3.195	ChEBI	C11H7NO4S	249.009578704	0.0008551	3.086	BLEXP,COCONUT	C5H8ClN5O3Si	249.008493326	-0.0002303	3.071		C7H9F2NO3Si2	249.008902648	0.000179	2.99		C5H10Cl2FN3O3	249.00832476	-0.0003989	2.93		C4H8N5O4PSi	249.008316896	-0.0004067	2.927		C8H9F2NO2SSi	249.009132498	0.0004089	2.905		C5H8N5O3PS	249.008546746	-0.0001769	2.899		C3H11N3O6S2	249.008927072	0.0002034	2.895		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_259.msp	challenge_259	challenge259	0	3	213.96380902	[M-H]-	C7H5NO3S2	214.97108502	-5E-07	4.524	STOFF	C6H5NO4SSi	214.97085517	-0.0002303	3.974		C3H6FNO5SSi	214.971998042	0.0009126	3.659		C5H5ClF2NO2P	214.97144915	0.0003637	3.269		C5H3FN3O2PSi	214.971617716	0.0005322	3.201		C6H3ClFN3OSi	214.971794146	0.0007087	3.111		C3HF3N3O3P	214.970762182	-0.0003233	2.949		C4H7F2NOS2Si	214.970638814	-0.0004467	2.905		C5H5NO5Si2	214.97062532	-0.0004602	2.9		C6H5Cl2F2NO	214.97162558	0.0005401	2.864		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_26.msp	challenge_26	challenge26	0	22	717.382047296	[M+Na]+	C37H58O12	694.392827296	7E-07	3.258	UNPD,COCONUT	C20H59F3N12O5P2Si	694.392797438	-2.92E-05	2.859		C20H50N22O2S2	694.39285084	2.42E-05	2.859		C22H75N6O2PS3Si4	694.39283139	4.8E-06	2.859		C22H65ClF2N10O2S2Si2	694.3928505	2.39E-05	2.859		C23H63ClN10O6Si3	694.392837006	1.04E-05	2.859		C24H59FN12O4S3	694.392839588	1.3E-05	2.859		C25H62F4N6O5S2Si	694.392850494	2.39E-05	2.859		C25H71ClN6O3S4Si	694.392828342	1.7E-06	2.859		C26H60F2N6O9Si2	694.392837	1.04E-05	2.859		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_260.msp	challenge_260	challenge260	0	6	305.096789444	[M-H]-	C15H18N2O3S	306.103813436	-0.0002525	3.979	ChEBI,UNPD,BLEXP,NPA,COCONUT,MINE	C13H12F2N6O	306.104065444	-5E-07	3.881	HMDB,ChEBI,DrugBank,T3DB,STOFF,Urine,Serum,BLEXP,COCONUT	C7H24ClN4O3PSi	306.104381468	0.0003156	3.284		C7H14N8O6	306.103630168	-0.0004357	3.242		C6H18N8O3Si2	306.104039496	-2.64E-05	3.167		C7H20ClFN6O2S	306.10410078	3.49E-05	3.166		C13H22N2OSi3	306.103992914	-7.3E-05	3.164		C6H24N4O4P2Si	306.104205038	0.0001391	3.157		C6H20FN6O3PS	306.10392435	-0.0001415	3.157		C14H22N2SSi2	306.104222764	0.0001569	3.155		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_261.msp	challenge_261	challenge261	0	20	327.171416628	[M-H]-	C19H24N2O3	328.178692628	-5E-07	4.226	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,T3DB,STOFF,Urine,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C10H26FN6O3P	328.178803542	0.0001105	3.169		C10H32N4O2SSi2	328.178450324	-0.0002428	3.146		C11H26ClFN6O2	328.178979972	0.0002869	3.135		C10H34FN2O2PS2	328.178335178	-0.0003579	3.113		C9H22F2N8O3	328.178293004	-0.0004001	3.098		C11H24N8O2Si	328.179148538	0.0004555	3.076		C11H32N4OS2Si	328.178680174	-1.29E-05	3.004		C11H28N4O5S	328.178040996	-0.0006521	2.983		C13H27F3N2O2Si	328.179389294	0.0006962	2.978		
