File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Structure rank 1	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 2	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 3	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 4	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 5	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 6	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 7	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 8	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 9	Total score	Databases	Formula	Ontology	InChIKey	SMILES	Structure rank 10	Total score	Databases	Formula	Ontology	InChIKey	SMILES	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_71.msp	challenge_71	challenge71	0	172	652.296371404	[M+NH4]+	166896	6.6682	Database ID=166896,HMDB=HMDB0039351,FooDB=FDB018907,UNPD=UNPD55494,COCONUT=CNP0299641	C32H42O13	Meta,meta-bridged biphenyls	YPIDUTRPMROMSO-ONEGZZNKSA-N	OC1=CC=C2C=C1C3=CC(=C(OC4OC(COC5OC(CO)C(O)C5O)C(O)C(O)C4O)C(OC)=C3OC)CCCC=CCC2	397793	6.6656	Database ID=397793,HMDB=HMDB0039348,FooDB=FDB018904,UNPD=UNPD152914;UNPD90839,COCONUT=CNP0234566	C32H42O13	Meta,meta-bridged biphenyls	CKGPMQKYPJTHRX-UHFFFAOYSA-N	OC1=CC=C2C=C1C3=CC(=C(OC4OC(COC5OC(CO)C(O)C5O)C(O)C(O)C4O)C(OC)=C3OC)CCCCC=CC2	106679	6.6615	Database ID=106679,HMDB=HMDB0039351,FooDB=FDB018907,UNPD=UNPD55494,COCONUT=CNP0299641	C32H42O13	Meta,meta-bridged biphenyls	YPIDUTRPMROMSO-ARJAWSKDSA-N	OC1=CC=C2C=C1C3=CC(=C(OC4OC(COC5OC(CO)C(O)C5O)C(O)C(O)C4O)C(OC)=C3OC)CCCC=CCC2	100145	6.6598	Database ID=100145,FooDB=FDB005061,UNPD=UNPD128057;UNPD26375;UNPD68832;UNPD227145,COCONUT=CNP0294492	C32H42O13	Limonoids	MXZVBPOYCKIXHN-UHFFFAOYSA-N	O=C1OC(C)(C)C2CC(=O)C3(C)C(CCC(C)(C(OC4OC(CO)C(O)C(O)C4O)C5=COC=C5)C63OC6C(=O)O)C2(C=C1)C	466502	6.6114	Database ID=466502,HMDB=HMDB0039351,FooDB=FDB018907,UNPD=UNPD55494,COCONUT=CNP0299641	C32H42O13	Meta,meta-bridged biphenyls	YPIDUTRPMROMSO-UHFFFAOYSA-N	OC1=CC=C2C=C1C3=CC(=C(OC4OC(COC5OC(CO)C(O)C5O)C(O)C(O)C4O)C(OC)=C3OC)CCCC=CCC2	106676	6.607	Database ID=106676,HMDB=HMDB0039348,FooDB=FDB018904,UNPD=UNPD152914;UNPD90839,COCONUT=CNP0234566	C32H42O13	Meta,meta-bridged biphenyls	CKGPMQKYPJTHRX-GQCTYLIASA-N	OC1=CC=C2C=C1C3=CC(=C(OC4OC(COC5OC(CO)C(O)C5O)C(O)C(O)C4O)C(OC)=C3OC)CCCCC=CC2	547498	6.5605	Database ID=547499	C32H42O13		ALLAUYKLUGBZPS-PVAPQGJPSA-N	O=C(OC1C(OC(OC2C=CC34OC(=O)C2(C)C4C(C(=O)OC)C56CC(=C)C(O)(CCC35)C6)C(OC)C1OC(=O)C)COC)C	446539	6.3952	Database ID=446539,UNPD=UNPD229764,COCONUT=CNP0289090	C32H42O13	Tetracarboxylic acids and derivatives	UJCMQFLTPCGSOS-UHFFFAOYSA-N	O=C1OC(O)C(=C1)C2OC(=O)CC34OC5C(OC(=O)C(C)CC)C(O)C(C)(C)C(C(O)C(=O)OC)C5(C)C(C(=O)C3=C)CC24C	445181	6.3882	Database ID=445181,UNPD=UNPD227617,COCONUT=CNP0331232	C32H42O13	Tetracarboxylic acids and derivatives	CTOTZUSIWOKKQX-UHFFFAOYSA-N	O=C1OC(O)C=C1C2OC(=O)CC34OC5C(OC(=O)C(C)CC)C(O)C(C)(C)C(C(O)C(=O)OC)C5(C)C(C(=O)C3=C)CC24C	417590	6.3169	Database ID=417590,UNPD=UNPD181208,COCONUT=CNP0150478	C32H42O13	Pentacarboxylic acids and derivatives	OQAYHKPDJFJKCJ-UHFFFAOYSA-N	O=C(OC1C(OC(=O)C(C)C)C2C(O)C3(OC2(C)C)C(O)(C)CC(OC(=O)C)C(OC(=O)C)C13COC(=O)C)C=4C=CC=CC4	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_72.msp	challenge_72	challenge72	0	17	405.264648316	[M-H]-	335765	6.6335	Database ID=335765,NPA=NPA025214,COCONUT=CNP0341566	C24H38O5	Diterpenoids	AKDMKHJGBWDSQM-HGWOPZABSA-N	OC1C(C2OC(C)C(O2)C)C3OC1(O)C4(C)CCC5(C(=C(CC5)C(C)C)C4C3)C	370760	6.6295	Database ID=370760	C24H38O5		AAJUINQOJSADQB-UHFFFAOYSA-N	O=C(O)CC1OOC(CC1)C2OC(CCCCCCC=CC=CCCC=C)CC2	459326	6.6126	Database ID=459326,UNPD=UNPD43428,COCONUT=CNP0227158	C24H38O5	Naphthofurans	HVANTBKYRQAYSD-UHFFFAOYSA-N	O=C(O)C(C)C1OOC(C)(CC1)C2OC3(C)CC4C=C(C)CCC4C(C)(C)C3C2	400801	6.6015	Database ID=400801,KNApSAcK=C00049884,UNPD=UNPD157071,COCONUT=CNP0287855	C24H38O5	1,2-dioxanes	CBSYJKYAPRBDHQ-UHFFFAOYSA-N	O=C(OC)CC1OOC(OC)(CCCC#CC=CCCCCCCCC=C)CC1	357881	6.5513	Database ID=357881,UNPD=UNPD102170,COCONUT=CNP0248700	C24H38O5	Sesquiterpenoids	SIBMMRHKUQMVJQ-UHFFFAOYSA-N	O=C(O)CCC(=O)OC(C=C(C)CCC1C(=C)CCCC1(C)C)CC(O)(C=C)C	484306	6.5188	Database ID=484306,UNPD=UNPD87094,COCONUT=CNP0366506	C24H38O5	Tetrahydrofurans	VWHQXHJRUSIYEY-UHFFFAOYSA-N	O=C(OC1CC(=CCC=C2C(OC)OC(OC)C2C1C(C)CCC=C(C)C)C)C	381934	6.5028	Database ID=381934,UNPD=UNPD131841;UNPD151864,COCONUT=CNP0246538	C24H38O5	Diterpenoids	NBNQZOYMSZEVNS-UHFFFAOYSA-N	O=C(OC1C(OC(=O)C)C(C=C)(C)CC2(O)CCC3C(C)(C)CCCC3(C)C12)C	457235	6.4283	Database ID=457235,UNPD=UNPD39954,COCONUT=CNP0142978	C24H38O5	Sesquiterpenoids	AYMKZCCQRACJSK-UHFFFAOYSA-N	O=C(OC1CC(C(=CCC=C(C)C)C)C2C1C(OC)OC3(OC)CCC(C)C23)C	327339	6.4225	Database ID=327339,NPA=NPA016278,COCONUT=CNP0356479	C24H38O5	Terpene lactones	SNZFZCATEUKWED-UHFFFAOYSA-N	O=C1OC(CCC2C(C=CC3CC(C)CC(OC(=O)C(C)C)C32C)C)CC(O)C1	392570	6.415	Database ID=392570,UNPD=UNPD145833;UNPD168143,COCONUT=CNP0274217	C24H38O5	Diterpenoids	FUFQAOKYRMAMKF-UHFFFAOYSA-N	O=C(OCC(=CCC(OC(=O)C)C(O)(C)C)C1CCC(C=C)(C)C(C(=C)C)C1)C	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_73.msp	challenge_73	challenge73	0	45	181.087018308	[M-H]-	549070	7.362	Database ID=549071,COCONUT=CNP0076935	C10H14O3	Secondary alcohols	CRBSAZLIQYMCMG-GUBZILKMSA-N	O=C1CCC2C(O)C=C(CO)C2C1	316788	7.3382	Database ID=316788,UNPD=UNPD2839,NPA=NPA004849,COCONUT=CNP0365952	C10H14O3	Branched fatty acids	AAFQBGIWLGZYHH-UHFFFAOYSA-N	O=C(O)C(CC1=CCCC1=O)CC	361121	7.327	Database ID=361121,UNPD=UNPD105947,COCONUT=CNP0336641	C10H14O3	Dihydropyranones	RDIMUEDTLDIZEW-UHFFFAOYSA-N	O=C1OC(CC=C1)CCCC(=O)C	429267	7.3042	Database ID=429267,UNPD=UNPD199712,COCONUT=CNP0403603	C10H14O3	Medium-chain fatty acids	QEAPKOAAAVUVTE-UHFFFAOYSA-N	O=C(O)CCCC=CC=CC(=O)C	6460	7.2872	Database ID=6460,ChEBI=CHEBI:28045;CHEBI:19733;CHEBI:64815;CHEBI:64817,PubChem=57339248	C10H14O3	Monocyclic monoterpenoids	UJJNLVMCZZZXFW-UHFFFAOYSA-N	O=C(O)CC1C(=O)C=C(C)C1(C)C	23404	7.2872	Database ID=23404,ChEBI=CHEBI:28045;CHEBI:19733;CHEBI:64815;CHEBI:64817,PubChem=57339248	C10H14O3	Monocyclic monoterpenoids	UJJNLVMCZZZXFW-ZETCQYMHSA-N	O=C(O)CC1C(=O)C=C(C)C1(C)C	445295	7.2736	Database ID=445295,UNPD=UNPD227753,COCONUT=CNP0122077	C10H14O3	Menthane monoterpenoids	QMRSTVUNKOPHQJ-UHFFFAOYSA-N	O=C(O)C1=CC=C(CC1)C(O)(C)C	308178	7.262	Database ID=308178,NANPDB=NANPDB_1522,UNPD=UNPD45433,COCONUT=CNP0221625	C10H14O3	Cyclohexenones	KFKGGMRELGBRAF-UHFFFAOYSA-N	O=C(O)C1CC(=O)C(=CC1(C)C)C	458459	7.2597	Database ID=458459,UNPD=UNPD41985,COCONUT=CNP0380621	C10H14O3	Oxocins	WUUZOPMVRPRTDR-UHFFFAOYSA-N	O=C1OC(C)CCCC=CC(=O)C1	316104	7.2572	Database ID=316104,KNApSAcK=C00049396;C00049397,UNPD=UNPD106811;UNPD162391,NPA=NPA004107;NPA007669,COCONUT=CNP0169352	C10H14O3	Fatty alcohols	TUUOKFDGTUYGAJ-GGGBTMMESA-N	O=C1OC(CC1)C(O)C=CC=CC	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_74.msp	challenge_74	challenge74	0	29	299.056112104	[M-H]-	503775	7.2595	Database ID=503775,KNApSAcK=C00043481;C00044024,COCONUT=CNP0359917	C16H12O6	Psoralens	RYYKSNUIYJQIBT-UHFFFAOYSA-N	O=C1OC=2C(C=C1)=CC=3C=COC3C2OCC=C(C(=O)O)C	335548	7.2226	Database ID=335548,NPA=NPA024997,COCONUT=CNP0178526	C16H12O6	Coumarins and derivatives	FAMOKUUPFRSSLA-UHFFFAOYSA-N	O=C(OC)C1=CC(=COC=2OC=3C=CC=C(O)C3C(=O)C21)C	330734	7.2172	Database ID=330734,UNPD=UNPD181846,NPA=NPA019955,COCONUT=CNP0232637	C16H12O6	Coumarins and derivatives	SEBVTYCKKTZQMP-UHFFFAOYSA-N	O=C(OC)C1=CC=COC=2OC3=CC(=CC(O)=C3C(=O)C21)C	457077	7.2122	Database ID=457077,UNPD=UNPD39682,COCONUT=CNP0280976	C16H12O6	Naphthoquinones	YKFJNDDDSPNQFN-UHFFFAOYSA-N	O=C1OC(C2=CC(=O)C=3C(O)=CC=C(O)C3C2=O)CC=C1C	320416	7.1886	Database ID=320416,UNPD=UNPD124676,NPA=NPA008786,COCONUT=CNP0271051	C16H12O6	Chromones	NIGWURVKGDGBRS-UHFFFAOYSA-N	O=C(OC)C1=COC=CC=2OC3=CC(=CC(O)=C3C(=O)C21)C	403839	7.1817	Database ID=403839,UNPD=UNPD161341,COCONUT=CNP0228947	C16H12O6	Flavonols	RIHNIOGZQGGOEU-UHFFFAOYSA-N	O=C1C(O)=C(OC=2C(=CC(O)=C(O)C12)C)C=3C=CC(O)=CC3	477808	7.1817	Database ID=477808,UNPD=UNPD75051,COCONUT=CNP0315728	C16H12O6	Flavonols	GQODBWLKUWYOFX-UHFFFAOYSA-N	O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(C3)C	2223	7.1653	Database ID=2223,KNApSAcK=C00001062,ChEBI=CHEBI:1579,FooDB=FDB005181,NANPDB=NANPDB_1065;NANPDB_1066;NANPDB_2768;NANPDB_3644;NANPDB_5476;NANPDB_5550;NANPDB_5831;NANPDB_6138,LipidMAPS=LMPK12112688,PubChem=5280862,PlantCyc=CPD-14950,UNPD=UNPD59371,COCONUT=CNP0302990	C16H12O6	3-O-methylated flavonoids	VJJZJBUCDWKPLC-UHFFFAOYSA-N	O=C1C(OC)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3	392431	7.1653	Database ID=392431,KNApSAcK=C00004576,LipidMAPS=LMPK12111602,UNPD=UNPD145628,COCONUT=CNP0273925	C16H12O6	3-O-methylated flavonoids	IEPMJEZVWUMMAQ-UHFFFAOYSA-N	O=C1C(OC)=C(OC2=C(O)C(O)=CC=C12)C=3C=CC(O)=CC3	463443	7.1653	Database ID=463443,UNPD=UNPD50429,COCONUT=CNP0111138	C16H12O6	3-O-methylated flavonoids	JEXKRQXUYIHLGO-UHFFFAOYSA-N	O=C1C(OC)=C(OC2=CC(O)=C(O)C=C12)C=3C=CC=C(O)C3	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_75.msp	challenge_75	challenge75	0	9	585.240635756	[M+FA-H]-	76136	5.0698	Database ID=76136,BLEXP=BLEXPDB00006483036	C33H33FN2O4	Diphenylpyrroles	OUCSEDFVYPBLLF-UHFFFAOYSA-N	O=C1OC(CCN2C(C=3C=CC(F)=CC3)=C(C=4C=CC=CC4)C(C(=O)NC=5C=CC=CC5)=C2C(C)C)CC(O)C1	542453	5.0698	Database ID=542454,BLEXP=BLEXPDB00006483036	C33H33FN2O4	Diphenylpyrroles	OUCSEDFVYPBLLF-KAYWLYCHSA-N	O=C1OC(CCN2C(C=3C=CC(F)=CC3)=C(C=4C=CC=CC4)C(C(=O)NC=5C=CC=CC5)=C2C(C)C)CC(O)C1																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_76.msp	challenge_76	challenge76	0	31	268.169590292	[M+H]+	434949	7.1324	Database ID=434949,UNPD=UNPD91078;UNPD211800,COCONUT=CNP0174305	C18H21NO	Hydroquinolones	GZTNAYHHLYSZJM-UHFFFAOYSA-N	O=C1C=2C=CC=CC2NC(=C1C)C3C(=CCCCC)C3	398215	7.1047	Database ID=398215,KNApSAcK=C00048400,UNPD=UNPD153495;UNPD92372;UNPD216007,COCONUT=CNP0284049	C18H21NO	Hydroquinolones	XTVRYXAEHPUATN-UHFFFAOYSA-N	O=C1C=C(NC=2C=CC=CC12)CCC=CCC=CCC	88978	7.1027	Database ID=88978,BLEXP=BLEXPDB00000155557	C18H21NO	Benzanilides	HIYAQBUTHPUUSV-UHFFFAOYSA-N	O=C(C1=CC=C(C=C1)C(C)(C)C)N(C=2C=CC=CC2)C	516034	7.0471	Database ID=516034	C18H21NO		YDWFQKUSPZKUPI-UHFFFAOYSA-N	O=C(NCC=1C=CC=CC1)C2=CC=C(C=C2)C(C)(C)C	96536	7.0015	Database ID=96536,ChEBI=CHEBI:135101,COCONUT=CNP0349519	C18H21NO	Diphenylmethanes	XSWHNYGMWWVAIE-UHFFFAOYSA-N	OC(C=1C=CC=CC1)(C=2C=CC=CC2)C3NCCCC3	518289	6.8782	Database ID=518289	C18H21NO		FCLMXEAPEVBCKQ-UHFFFAOYSA-N	OC1(C=2C=CC=CC2)CCN(CC=3C=CC=CC3)CC1	522260	6.6913	Database ID=522260	C18H21NO		KFTCAXWXUHTNFU-UHFFFAOYSA-N	O=C(NC1=CC=C(C=C1)CCCC)C2=CC=C(C=C2)C	375123	6.6482	Database ID=375123,UNPD=UNPD123181;UNPD4639,COCONUT=CNP0193579	C18H21NO	Carboximidic acids	WPEQVXWZTNLDRM-UHFFFAOYSA-N	O=C(C=CC=CC=CC#CC#CC=CC)NCC(C)C	79772	6.642	Database ID=79772,ChEBI=CHEBI:93706,STOFF=STOFF_7300,BLEXP=BLEXPDB00000015723,COCONUT=CNP0311551	C18H21NO	Diphenylmethanes	ZMISODWVFHHWNR-UHFFFAOYSA-N	OC(C=1C=CC=CC1)(C=2C=CC=CC2)C3CCNCC3	73580	6.6302	Database ID=73580	C18H21NO		FEIWNULTQYHCDN-UHFFFAOYSA-N	N(=CC1=CC=C(OC)C=C1)C2=CC=C(C=C2)CCCC	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_77.msp	challenge_77	challenge77	0	24	414.021457184	[M+H]+	400164	6.5149	Database ID=400164,UNPD=UNPD156192,COCONUT=CNP0112519	C16H17BrClN3O3	Quinazolines	BYUBIEHDXHVXPO-UHFFFAOYSA-N	O=C1C=2C=C(Br)C(Cl)=CC2N=CN1CC(=O)CC3CNCCC3O	419612	6.4903	Database ID=419612,UNPD=UNPD18419,COCONUT=CNP0147403	C16H17BrClN3O3	Quinazolines	QXDBONVVXKCYJW-UHFFFAOYSA-N	O=C1C=2C=C(Br)C(Cl)=CC2N=CN1CC3(O)OC4CCCNC4C3	53985	6.4893	Database ID=53985,HMDB=HMDB0031784,DrugBank=DB04866,FooDB=FDB008457,BLEXP=BLEXPDB00000062894,COCONUT=CNP0360732	C16H17BrClN3O3	Quinazolines	LVASCWIMLIKXLA-UHFFFAOYSA-N	O=C1C=2C=C(Cl)C(Br)=CC2N=CN1CC(=O)CC3NCCCC3O	94353	6.4893	Database ID=94353,HMDB=HMDB0031784,DrugBank=DB04866,FooDB=FDB008457,BLEXP=BLEXPDB00000062894,COCONUT=CNP0360732	C16H17BrClN3O3	Quinazolines	LVASCWIMLIKXLA-CABCVRRESA-N	O=C1C=2C=C(Cl)C(Br)=CC2N=CN1CC(=O)CC3NCCCC3O	507860	6.4893	Database ID=507860,HMDB=HMDB0031784,DrugBank=DB04866,FooDB=FDB008457,BLEXP=BLEXPDB00000062894,COCONUT=CNP0360732	C16H17BrClN3O3	Quinazolines	LVASCWIMLIKXLA-LSDHHAIUSA-N	O=C1C=2C=C(Cl)C(Br)=CC2N=CN1CC(=O)CC3NCCCC3O																																				
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_78.msp	challenge_78	challenge78	0	68	628.792576832	[M+H]+	12706	5.3809	Database ID=12706,ChEBI=CHEBI:31703,DrugBank=DB08948,STOFF=STOFF_993,BLEXP=BLEXPDB00000003723,COCONUT=CNP0126392	C12H11I3N2O4	Halobenzoic acids	VVDGWALACJEJKG-UHFFFAOYSA-N	O=C(O)C1=C(I)C(NC(=O)C)=C(I)C(=C1I)CNC(=O)C	13744	5.3809	Database ID=13744,ChEBI=CHEBI:34847,BLEXP=BLEXPDB00000002528,COCONUT=CNP0079838	C12H11I3N2O4	Acylaminobenzoic acid and derivatives	GGGDNPWHMNJRFN-UHFFFAOYSA-N	O=C(O)C1=C(I)C(NC(=O)C)=C(I)C(=C1I)N(C(=O)C)C																																																									
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_79.msp	challenge_79	challenge79	0	16	435.142734476	[M+Cl]-	99563	5.3041	Database ID=99563,HMDB=HMDB0030975,FooDB=FDB002963,UNPD=UNPD193023;UNPD215940,COCONUT=CNP0361265	C19H28O9	Fatty acyl glycosides of mono- and disaccharides	FUXBESIRIBMOMU-SNAWJCMRSA-N	O=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)COC2OC(CO)C(O)C(O)C2O	350876	5.3041	Database ID=350876,HMDB=HMDB0030975,FooDB=FDB002963,UNPD=UNPD193023;UNPD215940,COCONUT=CNP0361265	C19H28O9	Fatty acyl glycosides of mono- and disaccharides	FUXBESIRIBMOMU-UHFFFAOYSA-N	O=C(C=CC1(O)C(=CC(=O)CC1(C)C)C)COC2OC(CO)C(O)C(O)C2O	476564	5.293	Database ID=476564,UNPD=UNPD72799,COCONUT=CNP0123836	C19H28O9	Phenolic glycosides	ZQRRKBGCYMUFFE-UHFFFAOYSA-N	OCC=CC1=CC(OC)=C(OC2OC(CO)C(O)C(OCC)C2O)C(OC)=C1	486341	5.2889	Database ID=486341,UNPD=UNPD90767,COCONUT=CNP0327410	C19H28O9	O-glycosyl compounds	XHWZFOHSBFYVGO-UHFFFAOYSA-N	O=C(C=CC12OC2(C(=O)C(OC3OC(CO)C(O)C(O)C3O)CC1(C)C)C)C	416100	5.2849	Database ID=416100,UNPD=UNPD179032,COCONUT=CNP0128816	C19H28O9	Iridoids and derivatives	WVMCHYSHYTYGOM-UHFFFAOYSA-N	O=C(OCC1(O)C(OC(=O)C)CC2C(=COC(OC(=O)CC(C)C)C21)CO)C	543758	5.2844	Database ID=543759	C19H28O9		XPIZBBYHXMPNEG-HBVDJMOISA-N	O=C(C=1C(O)=C(C(O)=C(C1OC2OC(CO)C(O)C(O)C2O)C)C)CC(C)C	332263	5.2311	Database ID=332263,NPA=NPA021643,COCONUT=CNP0073600	C19H28O9	Tetracarboxylic acids and derivatives	XXTJQQDODGUPIM-UHFFFAOYSA-N	O=C(OCCCC)C(C(=O)OCCCC)=C1CC(=O)OC1(O)CCC(=O)OC	373193	5.2206	Database ID=373193,UNPD=UNPD120779,COCONUT=CNP0205643	C19H28O9	O-glycosyl compounds	FATHCROGETVVAY-UHFFFAOYSA-N	OC1C(O)C(OC(C)C1O)OC2C(O)C(O)C(OC2OCC=3C=CC=CC3)C															
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_8.msp	challenge_8	challenge8	0	32	336.17402404	[M+H]+	45541	6.9175	Database ID=45541,HMDB=HMDB0015054,ChEBI=CHEBI:520985,DrugBank=DB00918,T3DB=T3D2931,STOFF=STOFF_2553,Urine=HMDB0015054,Serum=HMDB0015054,BLEXP=BLEXPDB00000123606	C17H25N3O2S	Tryptamines and derivatives	WKEMJKQOLOHJLZ-UHFFFAOYSA-N	O=S(=O)(N1CCCC1)CC=2C=CC=3NC=C(C3C2)CCN(C)C	10323	6.7088	Database ID=10323,HMDB=HMDB0015087,ChEBI=CHEBI:7478,DrugBank=DB00952,T3DB=T3D2939,STOFF=STOFF_7181,Urine=HMDB0015087,Serum=HMDB0015087,BLEXP=BLEXPDB00000004440,COCONUT=CNP0260844	C17H25N3O2S	3-alkylindoles	AMKVXSZCKVJAGH-UHFFFAOYSA-N	O=S(=O)(NC)CCC=1C=CC=2NC=C(C2C1)C3CCN(C)CC3	17904	6.693	Database ID=17904,ChEBI=CHEBI:52007,BLEXP=BLEXPDB00000004247	C17H25N3O2S	1-naphthalene sulfonic acids and derivatives	MLEBFEHOJICQQS-UHFFFAOYSA-N	O=S(=O)(NCCCCCN)C1=CC=CC=2C1=CC=CC2N(C)C																																																		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_80.msp	challenge_80	challenge80	0	23	408.259198048	[M+NH4]+	357136	6.1168	Database ID=357136,KNApSAcK=C00033240,UNPD=UNPD101280,COCONUT=CNP0208805	C19H34O8	Fatty acyl glycosides of mono- and disaccharides	LOPCUWKTPFYQJH-UHFFFAOYSA-N	O=C1CC(C)C(O)(CCC(OC2OC(CO)C(O)C(O)C2O)C)C(C)(C)C1	467615	6.1098	Database ID=467615,KNApSAcK=C00031354,UNPD=UNPD57302,COCONUT=CNP0275097	C19H34O8	Fatty acyl glycosides of mono- and disaccharides	VXNHNTAJNWXQNW-UHFFFAOYSA-N	O=C(COC1OC(CO)C(O)C(O)C1O)CCC2C(C)CC(O)CC2(C)C	481333	6.1084	Database ID=481333,UNPD=UNPD81769,COCONUT=CNP0232206	C19H34O8	Fatty acyl glycosides of mono- and disaccharides	RYPMRKMSQNEVKY-UHFFFAOYSA-N	OCC1OC(OC(C=CC2C(C)C(O)C(O)CC2(C)C)C)C(O)C(O)C1O	349510	6.099	Database ID=349510,COCONUT=CNP0144179	C19H34O8		FPWYMVMNRFRHQC-UHFFFAOYSA-N	OCC1OC(OC2C(O)CC(C)(C)C(C=CC(O)C)C2C)C(O)C(O)C1O	305871	6.0973	Database ID=305871,ChEBI=CHEBI:81097;CHEBI:81098,UNPD=UNPD115383;UNPD165592;UNPD175165;UNPD4039;UNPD75747,COCONUT=CNP0203170	C19H34O8	Terpene glycosides	ICINSKFENWFTQI-UNYLSTHLSA-N	OCC1OC(OC2(C)CCCC(C)(C)C2(O)C=CC(O)C)C(O)C(O)C1O	305872	6.0973	Database ID=305872,ChEBI=CHEBI:81097;CHEBI:81098,UNPD=UNPD115383;UNPD165592;UNPD175165;UNPD4039;UNPD75747,COCONUT=CNP0203170	C19H34O8	Terpene glycosides	ICINSKFENWFTQI-BHYGOWNVSA-N	OCC1OC(OC2(C)CCCC(C)(C)C2(O)C=CC(O)C)C(O)C(O)C1O	354859	6.0973	Database ID=354859,ChEBI=CHEBI:81097;CHEBI:81098,UNPD=UNPD115383;UNPD165592;UNPD175165;UNPD4039;UNPD75747,COCONUT=CNP0203170	C19H34O8	Terpene glycosides	ICINSKFENWFTQI-UHFFFAOYSA-N	OCC1OC(OC2(C)CCCC(C)(C)C2(O)C=CC(O)C)C(O)C(O)C1O	430695	6.0869	Database ID=430695,UNPD=UNPD202773,COCONUT=CNP0407702	C19H34O8	Terpene glycosides	UTNHBQHELZUVMJ-UHFFFAOYSA-N	OCC(O)C=CC1C(C)CC(OC2OC(CO)C(O)C(O)C2O)CC1(C)C	365957	6.0859	Database ID=365957,KNApSAcK=C00031353,UNPD=UNPD111793,COCONUT=CNP0238861	C19H34O8	Fatty acyl glycosides of mono- and disaccharides	RPDXOMXIKAVACD-UHFFFAOYSA-N	O=C1CC(C)C(CCC(O)COC2OC(CO)C(O)C(O)C2O)C(C)(C)C1	389756	6.0855	Database ID=389756,KNApSAcK=C00033461,UNPD=UNPD142057;UNPD52010,COCONUT=CNP0268670	C19H34O8	Terpene glycosides	QYRQYBHQCMVSQX-UHFFFAOYSA-N	OCC1OC(OC2CC(C(=C(C)C2O)CCC(O)C)(C)C)C(O)C(O)C1O	
